obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
375,1652234021,796.5,20220511 09:53:40,9:53:40,0,1652234021,0.001443896,1.443895517,7.314811772,400.014,255.360193,25.70411296,40.26471362,0.087326111,3.018070236,0.085946305,0.053838595,63.01986679,26.84203739,26.2648,3.42749317,50.19017471,1.780181609,3.546872708,1.647311561,-63.67579228,94.5346277,6.72983189,100.6085341,7.278048914,1.446097501,7.314811772,410.1846869,407.2083394,7.06E-06,66.83704872,1.443895517,17.11782136,17.68505824,-2.49E-07,86.59541668,0,0,1,0,53129.39692,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,321.210486,7.314811772,#DIV/0!,0.022772643,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,381.032,321.210486,0.843001338,0.165392583,2,0.5,0: Broadleaf,2,TRUE,1652234021,400.014,403.156,17.6854,17.1173,395.395,17.4792,500.096,100.558,0.100261,26.8458,26.2648,999.9,0,0,9986.25,0,3.33773,381.032,0.89995,0.10005,0,1.8467,0,1937.35,3679.52,39.437,43.187,41.5,42.125,39.937,342.91,38.12,0,1652234021,0,1.761076,-0.47626923,-239.6546158,1968.4696,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.163665854,0.14108007,0.044979302,1,1.763797143,-0.313848141,0.147185324,1,0.571052732,-0.021513951,0.002588205,1,3,3,3月3日,100,100,4.619,0.2062,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,13,13,18,505.049,453.004,24.9998,28.4532,30.0001,28.4414,28.3229,19.2929,25.0019,65.9563,25,403.14,17.1133,87.6611,101.293
376,1652234023,798.5,20220511 09:53:42,9:53:42,0,1652234023,0.001443863,1.443863488,7.181041878,400.066,257.8129264,25.95094773,40.26986543,0.087293931,3.019932701,0.08591597,0.053819474,62.69714934,26.83729749,26.2668,3.42789802,50.1949413,1.78004711,3.546267939,1.647850909,-63.67437984,93.79519343,6.673044093,99.49100703,7.255773466,1.442805923,7.181041878,410.1737699,407.2521697,5.10E-05,66.83704872,1.443863488,17.11744955,17.68456703,-3.39E-07,86.59541668,0,0,1,0,53187.32826,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,319.569558,7.181041878,#DIV/0!,0.022470982,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,379.086,319.569558,0.843000158,0.165390305,2,0.5,0: Broadleaf,2,TRUE,1652234023,400.066,403.198,17.6841,17.1174,395.447,17.478,500.191,100.558,0.100055,26.8429,26.2668,999.9,0,0,9997.5,0,3.33773,379.086,0.899988,0.100012,0,1.741,0,1928.22,3660.76,39.437,43.187,41.5,42.125,39.937,341.17,37.91,0,1652234023,0,1.754148,0.009453843,-237.8892308,1959.0668,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.162585122,0.196994216,0.04533705,1,1.7603,-0.237866053,0.148792446,1,0.570113049,-0.015038885,0.001772155,1,3,3,3月3日,100,100,4.619,0.2061,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,13,13,18,505.09,453.046,24.9998,28.4535,30.0002,28.4426,28.3239,19.2899,25.0019,65.9563,25,403.06,17.1133,87.6615,101.293
377,1652234025,800.5,20220511 09:53:44,9:53:44,0,1652234025,0.001442953,1.442953135,7.249047297,400.058,256.4404518,25.81272925,40.26895431,0.087215062,3.024674948,0.085841688,0.053772646,62.55762639,26.83503678,26.2685,3.428242175,50.19897562,1.780012234,3.545913461,1.648229941,-63.63423325,93.38805616,6.633661362,98.94511067,7.215023172,1.441556493,7.249047297,410.2089937,407.2594364,1.75E-05,66.83704872,1.442953135,17.1174076,17.68425824,-3.23E-07,86.59541668,0,0,1,0,53334.02363,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,318.857343,7.249047297,#DIV/0!,0.022734453,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,378.241,318.857343,0.843000476,0.165390918,2,0.5,0: Broadleaf,2,TRUE,1652234025,400.058,403.174,17.6838,17.1175,395.439,17.4776,500.111,100.558,0.0997904,26.8412,26.2685,999.9,0,0,10026.2,0,3.33773,378.241,0.899981,0.100019,0,1.8909,0,1924.61,3652.6,39.437,43.187,41.5,42.125,39.937,340.41,37.83,0,1652234025,0,1.744434615,-0.092051285,-236.4731622,1953.225385,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.156350732,0.19423338,0.044652413,1,1.754172727,-0.255127866,0.155135142,1,0.569406854,-0.011685115,0.001318572,1,3,3,3月3日,100,100,4.619,0.2062,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,13.1,13,18,505.047,453.03,24.9999,28.4535,30.0003,28.4429,28.324,19.2909,25.0019,65.9563,25,403.046,17.1133,87.661,101.293
378,1652234027,802.5,20220511 09:53:46,9:53:46,0,1652234027,0.001440354,1.44035371,7.280861002,400.015,255.620213,25.7302759,40.26479827,0.087086825,3.019105187,0.08571497,0.053693312,62.23441278,26.83323007,26.2656,3.427655105,50.19897432,1.779949388,3.545788359,1.647705717,-63.51959863,93.59044933,6.660185893,98.96544937,7.189022842,1.440469877,7.280861002,410.2031691,407.2412606,-2.10E-05,66.83704872,1.44035371,17.11729778,17.68305275,-8.11E-08,86.59541668,0,0,1,0,53162.2195,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,317.213886,7.280861002,#DIV/0!,0.022952529,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,376.292,317.213886,0.842999282,0.165388615,2,0.5,0: Broadleaf,2,TRUE,1652234027,400.015,403.12,17.6831,17.1173,395.396,17.477,500.176,100.558,0.100221,26.8406,26.2656,999.9,0,0,9992.5,0,3.33773,376.292,0.900022,0.0999783,0,1.8723,0,1915.24,3633.82,39.437,43.187,41.5,42.125,39.875,338.67,37.62,0,1652234027,0,1.726128,0.19063846,-240.705385,1944.5068,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.143606585,0.078867178,0.033165107,1,1.749825714,-0.328039139,0.151386756,1,0.568878488,-0.011877261,0.001328089,1,3,3,3月3日,100,100,4.619,0.2061,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,13.1,13.1,18,505.049,453.006,24.9998,28.4544,30.0003,28.4432,28.3253,19.2943,25.0019,65.9563,25,403.239,17.1133,87.6607,101.292
379,1652234029,804.5,20220511 09:53:48,9:53:48,0,1652234029,0.001438255,1.438255089,7.267988465,399.978,255.8270036,25.75135968,40.2614939,0.08708399,3.016222211,0.085710934,0.053690894,61.91816244,26.82973952,26.254,3.425307704,50.20372114,1.779887428,3.545329683,1.645420277,-63.4270494,95.02961818,6.768597908,100.2893291,7.187665882,1.437937181,7.267988465,410.1642053,407.2076485,-3.69E-05,66.83704872,1.438255089,17.11729837,17.68222418,-1.28E-07,86.59541668,0,0,1,0,53073.79874,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,315.599028,7.267988465,#DIV/0!,0.023029185,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,374.376,315.599028,0.84300016,0.165390309,2,0.5,0: Broadleaf,2,TRUE,1652234029,399.978,403.082,17.6823,17.1175,395.359,17.4762,500.181,100.559,0.100271,26.8384,26.254,999.9,0,0,9975,0,3.33773,374.376,0.899999,0.100001,0,1.6751,0,1905.94,3615.29,39.437,43.187,41.5,42.125,39.875,336.94,37.44,0,1652234029,0,1.739428,0.260476923,-241.9253847,1935.1496,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.133694878,0.010629826,0.024857156,1,1.753739394,0.067509761,0.154057647,1,0.568400707,-0.014771017,0.001604551,1,3,3,3月3日,100,100,4.619,0.2061,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,13.1,13.1,18,504.997,452.981,24.9998,28.4557,30.0002,28.4445,28.3263,19.298,25.0019,65.9563,25,403.31,17.1133,87.6607,101.293
380,1652234031,806.5,20220511 09:53:50,9:53:50,0,1652234031,0.001436166,1.436166472,7.248031913,399.979,256.0102356,25.76944778,40.2610385,0.086959482,3.021371628,0.08559261,0.0536164,61.73662212,26.82634078,26.2526,3.425024492,50.20818213,1.779742056,3.544725143,1.645282436,-63.33494141,94.94752432,6.751079307,100.1002843,7.216945665,1.430043164,7.248031913,410.1193834,407.1704303,-3.97E-05,66.83704872,1.436166472,17.11746869,17.68167582,-2.72E-07,86.59541668,0,0,1,0,53233.03195,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,314.673444,7.248031913,#DIV/0!,0.023033504,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,373.278,314.673444,0.843000241,0.165390465,2,0.5,0: Broadleaf,2,TRUE,1652234031,399.979,403.094,17.6811,17.1193,395.36,17.475,500.092,100.558,0.0998808,26.8355,26.2526,999.9,0,0,10006.2,0,3.33773,373.278,0.899986,0.100014,0,1.5444,0,1901.02,3604.68,39.375,43.187,41.5,42.125,39.875,335.94,37.33,0,1652234031,0,1.735873077,0.174512818,-243.3217092,1929.261538,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.131084634,0.070960348,0.026154641,1,1.744821212,0.147899268,0.153846062,1,0.567862902,-0.01831961,0.001920226,1,3,3,3月3日,100,100,4.619,0.2061,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,13.2,13.1,18,504.85,452.931,24.9998,28.456,30.0003,28.4454,28.3265,19.2963,25.0019,65.9563,25,403.254,17.1133,87.6607,101.293
381,1652234033,808.5,20220511 09:53:52,9:53:52,0,1652234033,0.001432836,1.432836016,7.182094189,399.998,257.001903,25.86949978,40.26331344,0.08679629,3.022528442,0.085435013,0.05351741,61.36667766,26.82366618,26.2485,3.424195203,50.21049586,1.77967755,3.544433329,1.644517653,-63.18806831,95.42384407,6.782163653,100.3846171,7.532107358,1.425611234,7.182094189,410.1026008,407.1805636,1.18E-06,66.83704872,1.432836016,17.11749087,17.68032967,-1.17E-07,86.59541668,0,0,1,0,53269.00905,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,312.789942,7.182094189,#DIV/0!,0.022961397,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,371.044,312.789942,0.842999596,0.16538922,2,0.5,0: Broadleaf,2,TRUE,1652234033,399.998,403.238,17.6803,17.1203,395.379,17.4743,500.145,100.559,0.0997869,26.8341,26.2485,999.9,0,0,10013.1,0,3.33773,371.044,0.900023,0.0999774,0,1.8004,0,1890.08,3583.14,39.375,43.187,41.5,42.062,39.875,333.95,37.1,0,1652234033,0,1.724516,0.014138465,-243.7576928,1920.7108,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.134152439,0.116024948,0.02637105,1,1.727834286,-0.103801174,0.174044879,1,0.567096049,-0.024418474,0.002538183,1,3,3,3月3日,100,100,4.619,0.206,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,13.2,13.2,18,504.945,452.841,24.9998,28.4563,30.0003,28.4457,28.3276,19.2917,25.0019,65.9563,25,403.154,17.1133,87.6609,101.292
382,1652234035,810.5,20220511 09:53:54,9:53:54,0,1652234035,0.001428336,1.428335506,7.386366036,400.028,252.93805,25.46071472,40.266772,0.086581929,3.022544894,0.085227318,0.053387015,60.95780061,26.82166094,26.2427,3.423022362,50.21198518,1.779646614,3.544266587,1.643375749,-62.98959583,96.23912064,6.839845518,101.0471709,7.506478723,1.42604837,7.386366036,410.2241434,407.2186606,3.64E-05,66.83704872,1.428335506,17.11876673,17.67986703,-2.69E-07,86.59541668,0,0,1,0,53269.68091,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,310.703757,7.386366036,#DIV/0!,0.023773018,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,368.569,310.703757,0.843000244,0.165390471,2,0.5,0: Broadleaf,2,TRUE,1652234035,400.028,403.258,17.6798,17.1196,395.408,17.4738,500.12,100.56,0.0998838,26.8333,26.2427,999.9,0,0,10013.1,0,3.33773,368.569,0.899991,0.100009,0,1.7643,0,1878.15,3559.21,39.375,43.187,41.5,42.125,39.937,331.71,36.86,0,1652234035,0,1.728428,-0.494038448,-242.3153847,1910.9004,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.145919512,-0.012903136,0.03981166,1,1.7367,0.111209414,0.182989541,1,0.566174976,-0.030561052,0.003119907,1,3,3,3月3日,100,100,4.62,0.206,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,13.2,13.2,18,505.079,452.816,24.9999,28.4575,30.0002,28.4469,28.3287,19.2912,25.0019,65.9563,25,403.11,17.1133,87.661,101.292
383,1652234037,812.5,20220511 09:53:56,9:53:56,0,1652234037,0.001424989,1.424989425,7.526681366,400.034,250.0248404,25.16776421,40.26784448,0.086377608,3.021123369,0.085028706,0.05326238,60.81860844,26.82110379,26.2427,3.423022362,50.21377307,1.779647188,3.544141536,1.643375174,-62.84203364,96.09613381,6.832876265,100.9055849,7.195036257,1.425175156,7.526681366,410.286396,407.2242545,1.42E-05,66.83704872,1.424989425,17.12029953,17.68002857,-3.21E-07,86.59541668,0,0,1,0,53225.93343,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,309.993228,7.526681366,#DIV/0!,0.024280148,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,367.726,309.993228,0.843000571,0.165391102,2,0.5,0: Broadleaf,2,TRUE,1652234037,400.034,403.139,17.6796,17.1198,395.415,17.4736,500.171,100.561,0.100055,26.8327,26.2427,999.9,0,0,10004.4,0,3.33773,367.726,0.899985,0.100015,0,1.4588,0,1875.01,3551.06,39.375,43.187,41.5,42.125,39.875,330.95,36.78,0,1652234037,0,1.71275,-0.424406824,-244.9644442,1904.899615,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.152048537,-0.124518397,0.045059747,1,1.724133333,-0.124696091,0.198700542,1,0.565194659,-0.032901261,0.003323998,1,3,3,3月3日,100,100,4.619,0.206,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,13.3,13.2,18,505.18,452.8,24.9998,28.4584,30.0001,28.4478,28.3288,19.2932,25.0019,65.9563,25,403.075,17.1133,87.6605,101.292
384,1652234039,814.5,20220511 09:53:58,9:53:58,0,1652234039,0.001423955,1.423954967,7.330922045,400.013,253.4611274,25.51336035,40.26525062,0.086269797,3.023783562,0.084925395,0.053197416,60.53920655,26.8188746,26.2462,3.423730069,50.21441197,1.779575644,3.543953965,1.644154425,-62.79641404,95.46346929,6.782007425,99.98826922,7.197812776,1.419123938,7.330922045,410.1918891,407.2096667,-1.54E-05,66.83704872,1.423954967,17.11979656,17.67909451,-6.02E-08,86.59541668,0,0,1,0,53308.20001,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,308.574672,7.330922045,#DIV/0!,0.023757368,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,366.044,308.574672,0.842998853,0.165387785,2,0.5,0: Broadleaf,2,TRUE,1652234039,400.013,403.118,17.6791,17.1217,395.394,17.4731,500.192,100.56,0.0998551,26.8318,26.2462,999.9,0,0,10020.6,0,3.31994,366.044,0.90003,0.0999705,0,1.6631,0,1866.62,3534.86,39.375,43.187,41.5,42.125,39.875,329.45,36.59,0,1652234039,0,1.725064,-0.203553835,-242.4600004,1896.2588,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.14690439,-0.101826481,0.046087301,1,1.722654286,0.054159687,0.204167707,1,0.564186317,-0.033679986,0.00339451,1,3,3,3月3日,100,100,4.619,0.206,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,13.3,13.3,18,505.242,452.776,24.9998,28.4584,30.0001,28.4478,28.3301,19.2923,25.0019,65.9563,25,403.119,17.1133,87.6598,101.292
385,1652234041,816.5,20220511 09:54:00,9:54:00,0,1652234041,0.001421093,1.421093138,7.189421674,400.007,255.9359094,25.76249771,40.26468754,0.086170225,3.024311789,0.084829129,0.053136959,60.22119483,26.81577854,26.2388,3.422233925,50.21838073,1.779506989,3.543537173,1.642726936,-62.67020737,96.36059803,6.844224366,100.7558099,7.255319009,1.415001215,7.189421674,410.1368793,407.2115394,-5.50E-06,66.83704872,1.421093138,17.11977146,17.67806484,1.36E-08,86.59541668,0,0,1,0,53324.87427,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,306.950571,7.189421674,#DIV/0!,0.023422083,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,364.117,306.950571,0.842999835,0.165389682,2,0.5,0: Broadleaf,2,TRUE,1652234041,400.007,403.135,17.6784,17.1225,395.387,17.4724,500.085,100.56,0.0999573,26.8298,26.2388,999.9,0,0,10023.8,0,3.29258,364.117,0.900006,0.0999936,0,1.627,0,1857.94,3516.24,39.375,43.187,41.5,42.062,39.875,327.71,36.41,0,1652234041,0,1.722004,-0.394638453,-241.9253847,1886.8804,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.141019512,-0.084859024,0.046583873,1,1.727124242,-0.237373954,0.184316924,1,0.56305978,-0.035263338,0.003545847,1,3,3,3月3日,100,100,4.62,0.206,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,13.3,13.3,18,505.172,452.802,24.9998,28.4593,30.0001,28.4487,28.3311,19.2937,25.0019,65.9563,25,403.087,17.1133,87.6598,101.292
386,1652234043,818.5,20220511 09:54:02,9:54:02,0,1652234043,0.001420323,1.420323054,7.216805794,400.027,255.5826683,25.72703957,40.26685583,0.086253466,3.016860375,0.084906537,0.05318585,60.03932373,26.8120974,26.2272,3.419889767,50.22712803,1.779523909,3.542953736,1.640365858,-62.6362467,97.55445692,6.945634298,101.9031683,7.297178229,1.414268765,7.216805794,410.15224,407.2162848,6.42E-06,66.83704872,1.420323054,17.12116813,17.67904835,-3.61E-07,86.59541668,0,0,1,0,53095.49346,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,306.023301,7.216805794,#DIV/0!,0.023582537,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,363.017,306.023301,0.842999917,0.165389841,2,0.5,0: Broadleaf,2,TRUE,1652234043,400.027,403.171,17.6785,17.123,395.407,17.4725,500.186,100.56,0.100345,26.827,26.2272,999.9,0,0,9978.75,0,3.28301,363.017,0.899993,0.100007,0,1.4069,0,1853.44,3505.6,39.375,43.125,41.5,42.062,39.875,326.71,36.3,0,1652234043,0,1.702688462,-0.244652985,-242.0437605,1880.960769,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.139152927,-0.06002216,0.046878988,1,1.725475758,-0.082435225,0.185383946,1,0.561913951,-0.037472718,0.003747321,1,3,3,3月3日,100,100,4.62,0.206,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,13.4,13.3,18,505.213,452.752,24.9997,28.4605,30.0001,28.4499,28.3311,19.2894,25.0019,65.9563,25,403.057,17.1133,87.6596,101.292
387,1652234045,820.5,20220511 09:54:04,9:54:04,0,1652234045,0.001415924,1.41592441,7.146462638,400.066,256.3967415,25.80820219,40.26956098,0.085912026,3.013492636,0.084574182,0.052977328,59.66910639,26.80826942,26.233,3.421061671,50.23217183,1.779409578,3.542370383,1.641652093,-62.4422665,96.04837096,6.846149669,100.1213605,7.305906884,1.411224063,7.146462638,410.1787011,407.2711212,5.52E-05,66.83704872,1.41592441,17.1221777,17.67832418,-7.36E-08,86.59541668,0,0,1,0,52992.25548,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,304.138143,7.146462638,#DIV/0!,0.023497423,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,360.781,304.138143,0.842999335,0.165388716,2,0.5,0: Broadleaf,2,TRUE,1652234045,400.066,403.213,17.6779,17.1236,395.446,17.4719,500.19,100.557,0.100294,26.8242,26.233,999.9,0,0,9958.75,0,3.28301,360.781,0.900031,0.0999694,0,1.8141,0,1841.55,3484.04,39.375,43.125,41.437,42.062,39.875,324.71,36.07,0,1652234045,0,1.70578,0.453815389,-241.3661544,1872.35,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.139374146,-0.043181394,0.046834967,1,1.714868571,0.033583562,0.187825933,1,0.560767927,-0.037735401,0.003770473,1,3,3,3月3日,100,100,4.62,0.206,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,13.4,13.4,18,505.184,452.807,24.9998,28.4608,30.0001,28.4502,28.3319,19.2884,25.0019,65.9563,25,403.12,17.1133,87.6598,101.292
388,1652234047,822.5,20220511 09:54:06,9:54:06,0,1652234047,0.001411435,1.411434775,7.210278813,400.086,254.7850037,25.64559426,40.27098564,0.085623688,3.021338726,0.084298128,0.052803717,59.31028461,26.80598637,26.2338,3.42122334,50.23727874,1.779443969,3.542078738,1.641779371,-62.24427356,95.94009748,6.820652926,99.82676145,7.074441318,1.410131215,7.210278813,410.2243867,407.2902485,3.82E-05,66.83704872,1.411434775,17.12321989,17.67773187,8.39E-08,86.59541668,0,0,1,0,53234.22801,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,302.307357,7.210278813,#DIV/0!,0.023850822,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,358.609,302.307357,0.842999916,0.165389839,2,0.5,0: Broadleaf,2,TRUE,1652234047,400.086,403.141,17.6785,17.1245,395.466,17.4725,500.073,100.556,0.0998231,26.8228,26.2338,999.9,0,0,10006.2,0,3.28301,358.609,0.900001,0.099999,0,1.8655,0,1831.51,3463.04,39.312,43.125,41.437,42.062,39.875,322.75,35.86,0,1652234047,0,1.732476,0.21964615,-235.2246155,1862.7892,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.139620244,0.010426829,0.046979682,1,1.726609091,-0.10098969,0.184632724,1,0.559557073,-0.036310432,0.003635567,1,3,3,3月3日,100,100,4.62,0.206,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,13.4,13.4,18,505.005,452.934,24.9998,28.4617,30.0002,28.4511,28.3331,19.2877,25.0019,65.9563,25,403.056,17.1133,87.6606,101.292
